id,title,imdbID,spanishTitle,imdbPictureURL,year,rtID,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore,rtPictureURL,difference
2236,Simon Birch,124879,El inolvidable Simon Birch,"http://ia.media-imdb.com/images/M/MV5BMTIzMDMzODIxMF5BMl5BanBnXkFtZTcwMTgxNjUyMQ@@._V1._SY314_CR5,0,214,314_.jpg",1998,simon_birch,5.8,32,14,18,43,5.4,6,2,4,33,3.4,8747,76,http://content7.flixster.com/movie/25/50/255097_det.jpg,-33
4091,Can't Buy Me Love,92718,No puedes comprar mi amor,"http://ia.media-imdb.com/images/M/MV5BMTUxMzIyMzIyMV5BMl5BanBnXkFtZTcwNDcyNjUyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1987,cant_buy_me_love,4.8,19,8,11,42,0,3,0,3,0,3.3,7122,73,http://content9.flixster.com/movie/25/49/254907_det.jpg,-31
5316,Enigma,157583,Enigma,"http://ia.media-imdb.com/images/M/MV5BMjAyMTg3Nzc3N15BMl5BanBnXkFtZTcwOTU3MDMyMQ@@._V1._SY314_CR1,0,214,314_.jpg",2001,1113649-enigma,6.6,104,75,29,72,6.8,29,22,7,75,3.2,2061,52,http://content6.flixster.com/movie/27/95/279508_det.jpg,20
49647,Charlotte's Web,413895,La telaraña de Carlota,"http://ia.media-imdb.com/images/M/MV5BMTQ5MTUzMTAzMl5BMl5BanBnXkFtZTcwNTE0NTcyMw@@._V1._SX214_CR0,0,214,314_.jpg",2006,charlottes_web,7,142,111,31,78,6.9,35,25,10,71,3.3,39179,67,http://content9.flixster.com/movie/31/82/33/3182335_det.jpg,11
4717,The Big Brawl,80436,La furia de Chicago,"http://ia.media-imdb.com/images/M/MV5BMjA4ODg5ODY3M15BMl5BanBnXkFtZTcwNTUzMjYyMQ@@._V1._SY314_CR2,0,214,314_.jpg",1980,1002306-big_brawl,5.1,6,4,2,66,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/86/99/10869972_det.jpg,66
5273,Very Annie Mary,188128,Very Annie Mary,"http://ia.media-imdb.com/images/M/MV5BMjA4NzEyNDc2NV5BMl5BanBnXkFtZTcwNDIxMDUyMQ@@._V1._SY314_CR4,0,214,314_.jpg",2001,very_annie_mary,4.9,27,8,19,29,4.8,9,2,7,22,3.8,488,75,http://content7.flixster.com/movie/10/88/94/10889493_det.jpg,-46
35015,Duma,361715,Duma,"http://ia.media-imdb.com/images/M/MV5BMTY5NDgxOTYwMl5BMl5BanBnXkFtZTcwMzIzNTA0MQ@@._V1._SY314_CR32,0,214,314_.jpg",2005,duma,7.5,59,55,4,93,7.4,25,23,2,92,3.3,11201,57,http://content6.flixster.com/movie/25/02/250224_det.jpg,36
5528,One Hour Photo,265459,Retratos de una obsesión,"http://ia.media-imdb.com/images/M/MV5BMTg5MTc0MjExMF5BMl5BanBnXkFtZTYwODg5NTU5._V1._SX214_CR0,0,214,314_.jpg",2002,family-flaw,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/85/41/10854183_det.jpg,0
4033,Thirteen Days,146309,Trece días,"http://ia.media-imdb.com/images/M/MV5BMTMzOTUxODAzMV5BMl5BanBnXkFtZTcwODg0MDAzMQ@@._V1._SY314_CR7,0,214,314_.jpg",2000,thirteen_days,7.1,114,94,20,82,7.1,28,24,4,85,3.4,4777,76,http://content9.flixster.com/movie/10/89/34/10893483_det.jpg,6
3704,Mad Max Beyond Thunderdome,89530,"Mad Max, más allá de la cúpula del trueno","http://ia.media-imdb.com/images/M/MV5BMTk0MDQ5NTYxNV5BMl5BanBnXkFtZTcwNTA0ODYyMQ@@._V1._SY314_CR10,0,214,314_.jpg",1985,mad_max_beyond_thunderdome,6.3,37,30,7,81,6.7,7,6,1,85,3.1,11185,50,http://content7.flixster.com/movie/10/88/83/10888321_det.jpg,31
4481,The Boost,94783,Impulso sensual,"http://ia.media-imdb.com/images/M/MV5BMTYyNDIyNjI4NV5BMl5BanBnXkFtZTcwNDE0NjUyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1988,boost,5.1,6,3,3,50,0,1,1,0,100,3.2,281,52,http://content8.flixster.com/movie/27/61/276122_det.jpg,-2
6765,Under the Tuscan Sun,328589,Bajo el sol de la Toscana,"http://ia.media-imdb.com/images/M/MV5BMTgwMjEwNzMzNV5BMl5BanBnXkFtZTcwNDU4MTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2003,under_the_tuscan_sun,6.2,143,87,56,60,6.3,35,21,14,60,3.4,14219,77,http://content9.flixster.com/movie/25/50/255095_det.jpg,-17
5988,Quicksilver,91814,Quicksilver,"http://ia.media-imdb.com/images/M/MV5BMTIwNDgzOTk1OF5BMl5BanBnXkFtZTcwMzg4NjQyMQ@@._V1._SY314_CR0,0,214,314_.jpg",1986,quicksilver,3.1,12,1,11,8,0,1,0,1,0,2.8,823,34,http://content7.flixster.com/movie/25/96/259605_det.jpg,-26
6781,"Jakob, der Lügner",71688,"Jakob, der Lügner","http://ia.media-imdb.com/images/M/MV5BMjEyNzkxNDE5M15BMl5BanBnXkFtZTcwNDc1MDMyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1975,jacob_the_liar,6.3,5,5,0,100,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/53/56/10535615_det.jpg,100
26606,Sien nui yau wan,93978,Una historia china de fantasmas,http://ia.media-imdb.com/images/M/MV5BMTg4MTgxNDEzMF5BMl5BanBnXkFtZTcwNjQ0MjQyMQ@@._V1._SX99_SY140_.jpg,1987,chinese_ghost_story,7.8,8,6,2,75,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/11/12/73/11127361_det.jpg,75
4493,Critters 2,94919,Critters 2,"http://ia.media-imdb.com/images/M/MV5BMjAwMDUxNjMwMV5BMl5BanBnXkFtZTcwNTMwMTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1988,critters_2_the_main_course,4.4,9,3,6,33,0,1,0,1,0,2.6,2866,38,http://content8.flixster.com/movie/26/18/261894_det.jpg,-5
2490,Payback,120784,Payback,"http://ia.media-imdb.com/images/M/MV5BMjAwMTI0Mjk5NV5BMl5BanBnXkFtZTYwMTczNzc5._V1._SY314_CR7,0,214,314_.jpg",1999,1087648-payback,5.8,70,36,34,51,5,19,8,11,42,3.2,12940,67,http://content8.flixster.com/movie/26/99/269918_det.jpg,-16
34155,Saraband,299478,Saraband,"http://ia.media-imdb.com/images/M/MV5BMTI1MTgwNzcwOF5BMl5BanBnXkFtZTcwNjExNDAzMQ@@._V1._SX214_CR0,0,214,314_.jpg",2003,saraband,7.9,78,73,5,93,8.2,26,24,2,92,3.9,1427,83,http://content8.flixster.com/movie/21/01/14/2101146_det.jpg,10
3492,The Son of the Sheik,17416,El hijo del caíd,http://ia.media-imdb.com/images/M/MV5BMTQ4OTEwNzYwMV5BMl5BanBnXkFtZTcwODcyODcxMQ@@._V1._SX97_SY140_.jpg,1926,son_of_the_sheik,6.8,6,4,2,66,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/92/69/10926908_det.jpg,66
7247,Chitty Chitty Bang Bang,62803,Chitty Chitty Bang Bang,"http://ia.media-imdb.com/images/M/MV5BMTcwODk5NjM2M15BMl5BanBnXkFtZTcwMTg1MDU1MQ@@._V1._SY314_CR8,0,214,314_.jpg",1968,chitty_chitty_bang_bang,5.4,22,13,9,59,0,2,2,0,100,3.2,18830,65,http://content6.flixster.com/movie/25/07/250720_det.jpg,-6
6135,Still of the Night,84732,Bajo sospecha,"http://ia.media-imdb.com/images/M/MV5BMTA2MTcyMjU4NzFeQTJeQWpwZ15BbWU2MDU1NDA5OQ@@._V1._SX214_CR0,0,214,314_.jpg",1982,still_of_the_night,5.8,6,4,2,66,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/68/63/51/6863517_det.jpg,66
8679,The Deer Hunter,77416,El cazador,"http://ia.media-imdb.com/images/M/MV5BMTY2MzI3ODU3Nl5BMl5BanBnXkFtZTcwMjkzMzMzMQ@@._V1._SY314_CR2,0,214,314_.jpg",1978,deer_hunter,8.3,44,40,4,90,7.1,5,4,1,80,4.1,27513,91,http://content6.flixster.com/movie/26/75/267592_det.jpg,-1
7179,Wuthering Heights,32145,Cumbres borrascosas,"http://ia.media-imdb.com/images/M/MV5BMTYyNDY3ODI1N15BMl5BanBnXkFtZTcwNjg3MDcyMQ@@._V1._SY314_CR5,0,214,314_.jpg",1939,1024192-wuthering_heights,7.9,16,16,0,100,0,1,1,0,100,3.9,2525,84,http://content7.flixster.com/movie/31/37/313797_det.jpg,16
8672,Battle Hymn,50171,Himno de batalla,"http://ia.media-imdb.com/images/M/MV5BMTIwMjIzNTYzMl5BMl5BanBnXkFtZTcwOTIxMTUyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1957,battle_hymn,0,4,1,3,25,0,1,0,1,0,2.9,249,30,http://content7.flixster.com/movie/30/25/302525_det.jpg,-5
2253,Toys,105629,Toys,"http://ia.media-imdb.com/images/M/MV5BMTg2NDE0NTA0MV5BMl5BanBnXkFtZTcwODg5MjcxMQ@@._V1._SY314_CR4,0,214,314_.jpg",1992,toys,4.1,22,6,16,27,0,3,0,3,0,2.6,6312,39,http://content9.flixster.com/movie/10/87/80/10878095_det.jpg,-12
52717,The Condemned,443473,The Condemned,"http://ia.media-imdb.com/images/M/MV5BNzkyOTczMjU0M15BMl5BanBnXkFtZTcwMDExMzM0MQ@@._V1._SX214_CR0,0,214,314_.jpg",2007,condemned,3.5,99,15,84,15,3.3,28,3,25,10,3.4,27981,63,http://content9.flixster.com/movie/52/53/61/5253611_det.jpg,-48
4394,Beach Blanket Bingo,58953,Beach Blanket Bingo,"http://ia.media-imdb.com/images/M/MV5BMjA0MzE3ODA5NV5BMl5BanBnXkFtZTcwOTIwMjUxMQ@@._V1._SX214_CR0,0,214,314_.jpg",1965,beach_blanket_bingo,5.4,7,5,2,71,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/28/81/288114_det.jpg,71
4157,The Price of Milk,249893,El precio de la leche,"http://ia.media-imdb.com/images/M/MV5BMTU2NzY1MzAwM15BMl5BanBnXkFtZTcwMzMzMzAzMQ@@._V1._SY314_CR3,0,214,314_.jpg",2000,price_of_milk,5.4,47,23,24,48,5.5,16,8,8,50,3.7,727,69,http://content6.flixster.com/movie/10/87/85/10878580_det.jpg,-21
4476,Big Business,19688,Big Business,"http://ia.media-imdb.com/images/M/MV5BMTQyMzU1MzQ4OV5BMl5BanBnXkFtZTcwNjUyNjMyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1929,big_business-1929,0,2,2,0,100,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/97/91/10979167_det.jpg,100
915,Sabrina,47437,Sabrina,"http://ia.media-imdb.com/images/M/MV5BMTYyNDM1NTQ5Nl5BMl5BanBnXkFtZTcwMTA5NjEwMg@@._V1._SY314_CR50,0,214,314_.jpg",1954,1018047-sabrina,7.4,31,28,3,90,7.2,5,5,0,100,3.8,12812,87,http://content7.flixster.com/movie/10/93/36/10933669_det.jpg,3
3146,Deuce Bigalow: Male Gigolo,205000,Gigoló,"http://ia.media-imdb.com/images/M/MV5BNjg4OTE5ODAzM15BMl5BanBnXkFtZTcwODY4NTMzMQ@@._V1._SY314_CR4,0,214,314_.jpg",1999,deuce_bigalow_male_gigolo,4,73,17,56,23,3.2,18,1,17,5,2.9,18036,55,http://content6.flixster.com/movie/27/05/270504_det.jpg,-32
2178,Frenzy,68611,Frenesí,"http://ia.media-imdb.com/images/M/MV5BMTg5MDAyOTM1OF5BMl5BanBnXkFtZTcwMDM3MTMyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1972,frenzy,7.4,30,26,4,86,0,2,2,0,100,3.6,3790,74,http://content6.flixster.com/movie/27/01/270104_det.jpg,12
1021,Angels in the Outfield,43286,Angels in the Outfield,"http://ia.media-imdb.com/images/M/MV5BODcwOTY3MzMxMl5BMl5BanBnXkFtZTcwMjE0MjMzMQ@@._V1._SY314_CR94,0,214,314_.jpg",1951,1048301-angels_in_the_outfield,0,1,1,0,100,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/89/81/10898186_det.jpg,100
3693,The Toxic Avenger,90190,El vengador tóxico,"http://ia.media-imdb.com/images/M/MV5BMjA3MDUzMTU1M15BMl5BanBnXkFtZTcwODMxMzgyMQ@@._V1._SY314_CR0,0,214,314_.jpg",1984,toxic_avenger,5.4,16,10,6,62,0,3,3,0,100,3.1,5107,60,http://content8.flixster.com/movie/10/93/48/10934830_det.jpg,2
6006,Just Married,305711,Recién casados,"http://ia.media-imdb.com/images/M/MV5BMTk1MzM4NzUzNl5BMl5BanBnXkFtZTcwMDQyMDczMw@@._V1._SX214_CR0,0,214,314_.jpg",2003,just-married-marriage-was-only-the-beginning,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/11/14/71/11147160_det.jpg,0
1951,Oliver!,63385,Oliver,http://ia.media-imdb.com/images/M/MV5BMTczNzIyMTU4Ml5BMl5BanBnXkFtZTYwMDAzMjg5._V1._SX150_SY211_.jpg,1968,oliver,7.7,25,21,4,84,0,4,3,1,75,3.4,9490,72,http://content9.flixster.com/movie/11/15/34/11153479_det.jpg,12
477,What's Love Got to Do with It,108551,Tina,"http://ia.media-imdb.com/images/M/MV5BMTU2ODIxMDE2NV5BMl5BanBnXkFtZTcwMTY0MzQyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1993,whats_love_got_to_do_with_it,7.5,33,32,1,96,8.2,7,7,0,100,3.6,9612,83,http://content6.flixster.com/movie/10/90/34/10903400_det.gif,13
531,The Secret Garden,108071,El jardín secreto,"http://ia.media-imdb.com/images/M/MV5BNzEyNTc0NjE0MF5BMl5BanBnXkFtZTcwNTUzNzYxMQ@@._V1._SY314_CR7,0,214,314_.jpg",1993,1045518-secret_garden,8.1,17,16,1,94,0,3,2,1,66,3.3,14794,72,http://content9.flixster.com/movie/11/15/28/11152871_det.jpg,22
4462,18 Again!,94593,Plantón al cielo,"http://ia.media-imdb.com/images/M/MV5BMTQ5Mzk0NjE3M15BMl5BanBnXkFtZTcwNDc2MDkxMQ@@._V1._SY314_CR1,0,214,314_.jpg",1988,18_again,4,7,2,5,28,0,1,0,1,0,2.8,1550,44,http://content7.flixster.com/movie/10/89/20/10892005_det.jpg,-16
2799,Problem Child 2,102719,Este chico es un demonio 2,"http://ia.media-imdb.com/images/M/MV5BMTM3OTYwNTg3OF5BMl5BanBnXkFtZTcwNDc1NDMyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1991,problem_child_2,2.6,12,2,10,16,0,1,0,1,0,0,0,0,http://content7.flixster.com/movie/24/82/39/2482393_det.jpg,16
