,artist_familiarity,artist_hotttnesss,artist_location,artist_name,danceability,duration,energy,key,loudness,mode,release,song_hotttnesss,song_id,tempo,title,track_id,year
32,0.640807101964,0.418216518195,"Queens, NY",The Shangri-Las,0.0,164.80608,0.0,10,-10.922,1,Best of The Shangri-Las,0.443291311905,SOYTPEP12AB0180E7B,130.1,Twist and Shout,TRAACSL128F93462F4,1964
33,0.52371463697,0.384611083962,"Beaumont, TX",Billie Jo Spears,0.0,133.32853,0.0,4,-9.983,1,20 Of Her Best,0.0,SOGXHEG12AB018653E,160.839,It Makes No Difference Now,TRAACTB12903CAAF15,1992
34,0.793605080371,0.426317956408,"Houston, TX",Mike Jones (Featuring CJ_ Mello & Lil' Bran),0.0,173.66159,0.0,7,-7.762,1,Who Is Mike Jones?,,SOOLYAZ12A6701F4A6,41.993,Laws Patrolling (Album Version),TRAACVS128E078BE39,0
35,0.501544777104,0.392733675547,,Sierra Maestra,0.0,313.12934,0.0,9,-9.512,1,Tibiri Tabara,,SOGOSOV12AF72A285E,189.646,¿Dónde va Chichi?,TRAACZK128F4243829,1997
36,0.809323793002,0.488019841686,"San Antonio, TX",Butthole Surfers,0.0,450.84689,0.0,4,-9.063,0,Piouhgd + Widowermaker!,0.593943075902,SOJXVAH12A8C139700,130.586,"Barking Dogs (From ""Piouhgd"")",TRAADDS128F425C68B,0
37,0.632559542285,0.411688959786,,Despina Vandi,0.0,303.09832,0.0,8,-8.879,0,Profities,,SOVXMTN12A8C135A18,128.292,OUTE ENA EFHARISTO,TRAADED128F42741FD,0
38,0.597541217972,0.38265197114,,Javier Navarrete,0.0,128.83546,0.0,3,-17.699,1,Cracks,0.394394856101,SORSECL12AB0182267,90.932,Midnight Swim,TRAADEV128F9348C0A,0
39,0.49544592177,0.294861261887,,Jacob Young,0.0,456.30649,0.0,1,-19.478,1,Pieces Of Time,0.0,SOOGFBZ12AC3DF7FF2,89.667,In A Subtle Way,TRAADHS12903CE70A9,0
40,0.527865076159,0.393121933571,California - LA,Scarlet's Remains,0.0,198.73914,0.0,7,-7.469,1,The Palest Grey,0.450992311636,SOMSBGZ12AB018C4CB,115.061,Spin,TRAADIV12903CB15C1,2007
41,0.668674532861,0.46753844401,"Detroit, MI",The Suicide Machines,0.0,95.68608,0.0,2,-2.022,1,A Match & Some Gasoline,0.528782480943,SONYRZV12AB018AF70,115.887,Burning In The Aftermath,TRAADLH12903CA70EE,2003
42,0.814829656133,0.735765692951,"London, England",The Rolling Stones,0.0,271.49016,0.0,9,-10.358,0,Jump Back - The Best Of The Rolling Stones_ '71-'93,0.834492619891,SONQBUB12A6D4F8ED0,139.333,Angie (1993 Digital Remaster),TRAADLN128F14832E9,0
43,0.482356042591,0.350078578989,,Roberto Torres,0.0,226.66404,0.0,0,-12.716,1,Lo Mejor con La Orq. Broadway,0.0,SOHGKJW12AC468A8BD,117.271,Sabor Guajiro,TRAADLR12903CF8D7E,0
44,0.661080167604,0.442765842029,"Chapel Hill, NC",Loudon Wainwright III,0.0,190.48444,0.0,3,-15.663,1,Grown Man,0.510119314033,SOINBCU12A6D4F94C0,102.428,Human Cannonball,TRAADLX128F1469250,1995
45,0.701180873608,0.466628888902,"Oxford, MS",R.L. Burnside,0.0,277.78567,0.0,2,-6.944,1,A Bothered Mind,0.482137585065,SOTWVQT12A58A79650,89.984,Glory Be,TRAADMH128F9343E59,2004
46,0.733798940436,0.544257505725,"Dallas, TX",Stevie Ray Vaughan,0.0,248.78975,0.0,1,-7.805,1,Greatest Hits,,SOTSEJY12AB0180F56,116.721,Crossfire,TRAADNA128F9331246,1992
47,0.590692917947,0.452817837697,,John Hammond,0.0,195.3171,0.0,7,-10.7,1,Bluesman,,SOTSETT12AB01863B8,123.142,I Can't Be Satisfied,TRAADOF12903CAA1C1,2002
48,0.665322161906,0.394217198901,,Casiotone For The Painfully Alone,0.0,175.72526,0.0,0,-10.93,1,Etiquette,0.785892288388,SOTUNMH12A6D4FA3E6,141.919,Nashville Parthenon,TRAADQX128F422B4CF,2006
49,0.50407566993,0.334577360119,"Berlin, Germany",Ec8or,0.0,217.23383,0.0,10,-9.493,0,Ec8or,,SOEPPKB12AB018418B,95.596,Cocain Ducks,TRAADRN128F932D607,1995
50,0.717670524729,0.479308459338,"New York, NY",The New York Dolls,0.0,344.05832,0.0,11,-9.253,1,Too Much Too Soon,0.561692411179,SOGKIWV12A6D4F86C4,154.953,Human Being,TRAADVH128EF34DE7A,1974
51,0.669726187566,0.427914246983,"Sao Paulo, Brazil",Eliane Elias,0.0,251.42812,0.0,7,-12.009,1,Bossa Nova Stories,0.434838090261,SOPHYIS12AAF3B35A3,86.091,The More I See You,TRAADYB128F92D7E73,2009
52,0.569741152282,0.412240600536,"South Jamaica, Queens",Lost Boyz,0.0,269.7922,0.0,7,-11.043,1,Love_ Peace & Nappiness,0.405115721691,SOFHBAR12A6701D0FE,90.218,Certain Things We Do,TRAADYI128E078FB38,1997
53,0.640048357157,0.404392640155,"Los Angeles, CA",The Germs,0.0,206.05342,0.0,11,-11.506,0,Germicide,,SOCPRKM12AB018A2FD,133.144,Forming,TRAAEAM128F934B199,1977
54,0.397772875788,0.383475744907,,Yamandu Costa,0.0,190.04036,0.0,2,-14.179,1,Mafuá,,SOFGHAM12AB0186412,205.317,Mafuá,TRAAEDJ12903CCE390,0
55,0.643182772912,0.500691340913,"Middlesbrough, England",Chris Rea,0.0,241.162,0.0,9,-8.531,1,The Road To Hell Part 2,0.767727748373,SODHVES12A6701CE6B,180.149,Driving Home For Christmas,TRAAEEH128E0795DFE,1986
56,0.411421048262,0.338414818483,,Perrey And Kingsley,0.0,122.64444,0.0,0,-8.541,0,Vanguard Visionaries,0.434838090261,SOXIATP12AAF3B2184,102.538,Spooks In Space,TRAAELO128F9302DD1,1966
57,0.751007620037,0.523699077765,"London, England",Eurythmics,0.0,207.0722,0.0,0,-6.629,1,Be Yourself Tonight,0.382935090075,SOGNQWU12A8AE4868F,84.164,Tous Les Garçons Et Les Filles,TRAAEMJ128F425A917,1985
58,0.548585130198,0.383524247328,"Egremont, Cumbria, England",Francis Dunnery,0.0,300.79955,0.0,7,-13.33,1,Hometown 2001,0.610474257772,SOYQOFI12A6D4F76E1,124.175,Too Much Saturn,TRAAENC128F1451DE9,1995
59,0.749317800961,0.481655862412,"Garnant, Wales",John Cale,0.0,228.46649,0.0,7,-12.412,1,Eat / Kiss: Music For The Films By Andy Warhol,0.226555313956,SOVOLGY12A6D4F822B,137.004,Movement 4 [from Kiss] (Album Version),TRAAENP128F147BF32,1997
60,0.631946665998,0.380704535824,California - SF,Suzanne Ciani,0.0,239.59465,0.0,7,-21.552,1,The Ultimate Most Relaxing New Age Piano in the Universe,0.415983118288,SOMZCVH12AB0182B8E,106.33,Stream,TRAAEOU128F9309DE0,0
61,0.65393782097,0.396855869325,,Vickie Winans,0.0,228.93669,0.0,11,-8.686,0,Classic Gold: Best of All,,SONXJBL12AAF3B2C0C,107.961,Make Me Over,TRAAERU128F930674F,0
62,0.668370611552,0.457553909836,"Melbourne, Australia",The Berzerker,0.0,165.61587,0.0,1,-6.222,1,The Berzerker,0.0,SOYWZTU12AB0180E26,174.287,Deform (live),TRAAEUB12903CDD3EA,2000
63,0.845768866449,0.788805935162,"Nashville, Tennessee",Kings Of Leon,0.0,187.92444,0.0,0,-5.907,1,Holy Roller Novocaine,0.685940226698,SOLGHDZ12AB0183B11,116.823,Wicker Chair,TRAAEWG128F930B3A4,2003
64,0.407455643852,0.300046490366,,Edith Lefel,0.0,276.50567,0.0,0,-4.638,1,Jeux de dames_ vol. 1 (réalisation Ronald Rubinel),0.0,SOTNTNJ12AAA15FBD6,101.972,An ti chans',TRAAEXM128F92D47C8,0
65,0.460171323666,0.189314877753,,Taras,0.0,200.25424,0.0,11,-5.884,0,I Will Love Again,,SOXZXXV12AAF3B3A67,127.97,I Will Love Again (JJ's Club Radio),TRAAFEB128F92F8694,0
66,0.778816716563,0.554291489013,"Berkeley, CA",NOFX,0.0,144.50893,0.0,4,-7.787,0,White Trash ......,0.671236026985,SOPIKEG12A58291636,152.622,Stickin In My Eye,TRAAFJW128F428A424,1992
67,0.435889847088,0.268037839631,,Murskahumppa,0.0,285.17832,0.0,7,-8.488,1,Murskapunkkia,,SOIRNBO12AC468D207,110.787,Ota kiinni,TRAAFKJ12903D02552,0
68,0.711165786578,0.466826992527,,Soda Stereo,0.0,246.69995,0.0,7,-9.603,1,Canción Animal,0.626165759669,SOSBDSF12AB0189007,112.903,Entre Caníbales,TRAAFMS128F933AB23,1990
69,0.443162397598,0.300454459812,AUSTRALIA,Bruce Rowland,0.0,84.03546,0.0,7,-26.266,1,The Man from Snowy River,0.0,SOIJXXM12A8C1416D6,115.642,Rosemary Recalls,TRAAFON128F42926FB,1985
70,0.400433513458,0.266275285547,,Xcultures,0.0,273.52771,0.0,1,-6.305,1,One World One People,0.199238262001,SOHMMMC12AB0181C42,125.013,Sudanese Dance,TRAAFRU128F9339158,2000
71,0.477364752484,0.337507289166,,White Heart,0.0,298.84036,0.0,5,-9.998,1,Tales Of Wonder,0.265861049211,SOVJXVJ12A8C13517D,113.277,Where The Thunder Roars (Tales Of Wonder Album Version),TRAAFSM128F425A2C5,0
72,0.617870116344,0.363668110245,"Jamaica, West Indies",Heavy D / McGruff,0.0,161.38404,0.0,5,-9.161,0,Waterbed Hev,0.237733941622,SOFZCTA12AB0188D8F,96.979,Wanna Be A Player,TRAAFUJ128F933F42B,1997
73,0.744641245933,0.579988982429,"Pasadena, CA",Van Halen,0.0,209.29261,0.0,8,-4.865,1,The Best Of Both Worlds,0.824482129682,SOLRYQR12A670215BF,140.995,Panama (Remastered Album Version),TRAAFYL128E07856A7,0
74,0.84560188664,1.00594196595,"Los Angeles, CA",Black Eyed Peas,0.0,229.61587,0.0,11,-4.882,0,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,0.624425493271,SOCHRXB12A8AE48069,105.206,Let's Get It Started,TRAAGCZ128F93210FD,2004
75,0.905776888666,0.598458500982,"Cleveland, OH",Nine Inch Nails,0.0,426.89261,0.0,0,-12.951,0,Things Falling Apart,0.635536648623,SOKBBXO12A6701DEA0,63.017,Metal,TRAAGEC128E079252C,2000
76,0.694021647907,0.479407675575,,Nick Cave & The Bad Seeds,0.0,269.26975,0.0,9,-11.751,0,Your Funeral... My Trial (2009 Digital Remaster),,SOWHYUG12A58A77FAB,144.603,She Fell Away (2009 Digital Remaster),TRAAGGE128F9325E2C,0
77,0.408389022376,0.139247393871,,Nadine Renee,0.0,249.41669,0.0,2,-6.693,1,Oasis of Love,0.198785348765,SOYSTDI12A6D4F6500,167.92,Next Time,TRAAGHM128EF35CF8E,0
78,0.606925358532,0.38910077628,"New York, NY",Lesley Gore,0.0,136.48934,0.0,9,-9.091,1,60's Triple set,,SOOOROX12A6D4F8400,129.122,It's My Party,TRAAGJV128F1464090,1963
79,0.56246378358,0.322485105661,,Smartbomb,0.0,233.27302,0.0,0,-2.658,1,Yeah.  Well_ Anyway....,0.0,SONSPZE12AB01819CE,132.022,Complicate It,TRAAGKF128F932D5A2,2001
80,0.481004583018,0.335651839185,Minnesota,Suburbs,0.0,187.24526,0.0,1,-4.42,1,Un Titre de Toune,0.249065794854,SOHWGFU12AB017B036,183.92,Monde De Fou,TRAAGKQ128F92EAF39,2005
81,0.742963152341,0.453391186075,Norway,Emperor,0.0,72.61995,0.0,9,-11.051,0,Live Inferno,,SOQQVQJ12AB0185192,89.867,Opus a Satana (Part 2),TRAAGKS128F9314884,0
82,0.58547953975,0.364384924468,FR,Julien Clerc,0.0,272.63955,0.0,2,-9.97,1,Vendredi 13 - 1981,,SODRHHD12AB0189F2A,119.896,This Melody (Live),TRAAGMJ12903CAD7D4,0
83,0.671596269848,0.481024239212,"Delight, AR",Glen Campbell,0.0,142.75873,0.0,1,-11.335,0,Unconditional Love,,SOQGFVO12A8C13C8C3,137.29,I'm Gone This Time,TRAAGNL128F4299BF1,0
84,0.449323615208,0.343281881787,"Humboldt, TN",T.G. Sheppard,0.0,194.11546,0.0,5,-15.581,1,The Very Best Of,0.382723280789,SORABMD12A8C136672,82.343,You Feel Good All Over,TRAAGOH128F42593CE,2002
85,0.516443779773,0.386669091706,"Tampa, FL",Slim Whitman,0.0,195.91791,0.0,3,-11.98,1,Country Lovers. Vol. 3,,SOTUBVH12AB018D2EC,91.487,Indian Love Call,TRAAGPF12903CE027E,1990
86,0.728209707064,0.538070295124,CA,Savage Garden,0.0,118.33424,0.0,9,-11.215,0,Affirmation,,SOMQAGT12A8C132DB4,84.69,You Can Still Be Free,TRAAGPH128F4273C8D,1999
87,0.798645178742,0.552413345517,,Queens Of The Stone Age,0.0,288.41751,0.0,2,-8.165,1,Lullabies To Paralyze,0.725121283567,SOKLLOH12A67020F2C,115.606,I Never Came,TRAAGPJ128F428CD1B,2005
88,0.44585463136,0.347598888684,"Birmingham, AL",Hank Penny & The Lincoln Penny Orchestra,0.0,123.21914,0.0,7,-12.69,0,It's War Again,,SONRLQH12AB017C232,126.523,Dixie,TRAAGUA128F93236E8,0
89,0.605109701915,0.398547535381,"Manchester, England",Inspiral Carpets,0.0,283.76771,0.0,2,-8.7,1,The Singles,0.665172240762,SODDZAD12A6701DC4C,113.677,Commercial Reign,TRAAGVF128E0789785,1990
90,0.454043995003,0.421415102542,,Borialis,0.0,239.3073,0.0,2,-5.758,1,What You Thought You Heard,0.554654767466,SORENXV12A6701F61F,86.938,Hourglass,TRAAGVM128E0784D95,0
91,0.543516130718,0.404182206654,,The Dirty Skirts,0.0,206.75873,0.0,0,-4.907,1,Daddy Don't Disco,0.304169503435,SOYMMDY12AB01825B2,141.936,Wake,TRAAGXN128F92DE52C,0
92,0.420545849523,0.313569342684,,Flor Silvestre,0.0,134.81751,0.0,11,-8.133,1,15 Exitos Vol. 2 Flor Silvestre,,SOJWQIP12A6D4F710A,106.049,Caricia Y Herida,TRAAGZU128EF360F47,0
93,0.373850623044,0.148985480992,"Bézu, comme Superdupont, ne connait qu&#039;un pays : la France !",Bézu,0.0,285.64853,0.0,8,-9.093,1,Le top du père Nöel,,SOOVOKS12AB017EE57,126.88,Le tortillard,TRAAHDH128F93094B6,0
94,0.743129776148,0.493566842697,"Newark, NJ",Redman,0.0,124.18567,0.0,1,-10.296,0,Malpractice,0.570105930058,SORWHWY12A6702038E,85.008,WKYA (drop),TRAAHEG128E07861C3,2001
95,0.138187610119,0.317810959812,,Solistiyhtye Suomi,0.0,134.08608,0.0,4,-12.839,0,20 Suosikkia / Rilluttele yö,,SOGYYLE12A8C13E5EA,133.699,Teräslintu,TRAAHEH128F427FCEF,0
96,0.416141022469,0.331090126339,"New York, NY",Eddie Cantor,0.0,155.61098,0.0,11,-13.71,1,The Fabulous Eddie Cantor,,SOITUXQ12AB0183AE9,118.975,Now's The Time To Fall In Love,TRAAHEQ128F93057B4,0
97,0.495559651514,0.349192217616,,Schizoid,0.0,275.40853,0.0,9,-2.119,1,Grim Prospects Remixes - Grim Prospects Will Never End,,SOTWEZZ12A8C142B60,102.408,Grim Prospects (Gross Prospects - Bad Trip Remix),TRAAHER128F92E3FE9,0
98,0.430538907417,0.316354000822,"Aarhus, Denmark",Kai Winding,0.0,223.4771,0.0,0,-14.438,1,The Incredible Kai Winding Trombones,0.0,SOUVRGZ12A58A77F90,112.006,Mangos,TRAAHJX128F9312B83,1961
99,0.428375416651,0.3178338792,"Sicily Island, LA",Sonny Simmons,0.0,443.24526,0.0,1,-13.002,1,Staying on the Watch,0.270775998946,SOBLTSM12A6D4F9EEA,45.527,A Distant Voice,TRAAHKE128F421389B,0
100,0.545110950821,0.34575124702,"Tallahassee, FL",Mira,0.0,177.81506,0.0,4,-12.004,1,Openbare Weg,,SOUQVUD12A8C142DCE,85.621,Openbare Weg,TRAAHMO128F92DE7C9,2006
101,0.483339421556,0.277561737753,,Citizen Kaned,0.0,385.33179,0.0,8,-8.37,0,Tip World Singles 2000,,SOCRPDR12AB0185B75,108.061,President Johnson,TRAAHPZ12903CB4643,2000
102,0.559278494224,0.432011946858,,The Brooklyn Tabernacle Choir,0.0,324.44036,0.0,7,-11.829,1,Praise Him...Live!,0.405115721691,SOXVBVL12AF72A600C,216.195,Lead Me Lord,TRAAHRF128F92FE234,1995
103,0.43888747505,0.325148570917,"Nashville, TN",Ellen McIlwaine,0.0,275.12118,0.0,7,-6.29,1,Spontanous Combustion,0.242741878949,SOIQHDR12AB01896C8,132.428,Spontanous Combustion,TRAAHTH12903CCFFE1,0
104,0.57810362972,0.414892612437,"San Francisco, CA",Vince Guaraldi / Bola Sete,0.0,294.66077,0.0,5,-15.761,0,From All Sides,0.386790177139,SODLSHA12AAF3B29F2,168.307,Choro,TRAAHVY128F92E25D6,0
105,0.502453176521,0.391585329026,"Menilmontant, France",Maurice Chevalier,0.0,193.20118,0.0,0,-27.433,1,Maurice Chevalier  The Essential Collection Vol 1,,SOAGHMH12AB0180285,140.956,Ma Louise,TRAAHXN128F9326097,0
106,0.54197510821,0.384184258497,,Carl Cox Vs Yousef,0.0,357.82485,0.0,1,-5.701,1,Dave Pearce Best of the Dance Years 1988 - 1992,0.5112548351,SORAVUP12AB018556E,130.016,I Want You (Forever),TRAAHYV128F932A425,1991
107,0.683719467913,0.412671630993,"SPRINGFIELD, Virginia",Organized Konfusion,0.0,198.3473,0.0,11,-8.709,0,The Equinox,0.460484844986,SOFXNQP12AB0184F1A,175.769,Hate,TRAAHZP12903CA25F4,1997
108,0.61487093392,0.628246419191,"Medicine Lodge, KS",Martina McBride,0.0,261.95546,0.0,7,-13.627,1,Timeless,0.488289876037,SOGQTRZ12A8C13C8B0,100.194,I Can't Stop Loving You,TRAAIAE128F42AC53D,2005
109,0.626436381752,0.374271173856,"Kingston, Jamaica",Horace Andy,0.0,176.27383,0.0,2,-11.479,1,Feel Good All Over: Anthology 1970-1976,,SOBHVZQ12AC9618285,151.911,Thank You Lord,TRAAIAN12903CFF16D,1985
110,0.494681416996,0.384146444305,,Nazz,0.0,220.89098,0.0,9,-6.302,1,13th And Pine,,SOYPBCY12AB0181EF3,119.691,How Can You Call That Beautiful (Stewkey Vocal),TRAAIAX128F930531B,0
111,0.543866302473,0.393215103787,"Greenville, MS",Tyrone Davis,0.0,235.91138,0.0,10,-10.466,1,Call Tyrone,,SOWRLSY12AC4687694,161.976,Cheatin' In The Next Room,TRAAIBB12903CECB35,0
112,0.567278871183,0.405178358908,"San Francisco, CA",Hot Tuna,0.0,239.59465,0.0,0,-9.275,1,Final Vinyl,,SOOGQWR12A8C142505,172.398,Candy Man,TRAAIDY128F92CA454,1971
113,0.432386477298,0.284047409901,Pennsylvania,Richard Burton,0.0,171.49342,0.0,2,-37.398,1,Fifteen Poems By Dylan Thomas,0.0,SOJDYQY12AB0188C97,109.823,I See The Boys Of Summer,TRAAIFG12903CB0BCB,0
114,0.513829587299,0.343185045273,"New York, NY",Rory Block,0.0,266.05669,0.0,1,-13.836,1,The Early Tapes 1975-1976,0.0,SOBHQUF12AB018B03E,90.101,Three Is a Crowd,TRAAIGD12903CA2F3C,0
115,0.790922847956,0.601184941794,"Philadelphia, PA",Boyz II Men,0.0,329.27302,0.0,8,-7.103,1,Legacy,0.345802233965,SOFRAZJ12A8C143CDB,116.473,On Bended Knee,TRAAIHL128F92E6DDA,1994
116,0.454668190473,0.0,"Dayton, TN",Howard Armstrong,0.0,198.922,0.0,9,-13.495,0,Louie Bluie Film Soundtrack,0.333554807276,SONNDHT12A8C13F20B,126.821,My Four Reasons,TRAAIIE128F4288BB1,0
117,0.657406765298,0.422472423243,"Chicago, IL",Donny Hathaway,0.0,283.21914,0.0,2,-15.144,1,Donny Hathaway,0.617365617572,SOYZOXW12A8C13E195,111.191,Little Girl (LP Version),TRAAIII128F427D5D8,1971
118,0.45871208976,0.335101424872,,Miguel Gallardo,0.0,238.68036,0.0,5,-12.991,1,Canciones De Amor De Miguel Gallardo,,SOSGJTX12AB0181F7C,125.508,Eternamente Amame,TRAAILM128F93480BB,0
119,0.652367864188,0.437964733142,,Les Ogres De Barback,0.0,254.06649,0.0,4,-6.01,0,Irfan_ le héros,0.394394856101,SOBQBWP12AB018611B,137.888,Niev nietch nievitch,TRAAINT128F933BBE0,1999
120,0.342440144332,0.281284215549,,DJ X-Change featuring DJ Joey A,0.0,184.31955,0.0,6,-5.58,0,What up Detroit,,SODULLV12AB017FA09,150.012,Come Over,TRAAIRG128F93265E8,0
